No,date,AQI,PM2.5,O3,NO2,SO2,PM10,CO,TEMP,WSPEED,WDIR,TRAFFIC_4653
0,2017-01-01T00:00:00,96,38.2,13,3,0,9.2,0.1,17.9,0.9,166,942
1,2017-01-01T01:00:00,70,28.0,12,3,0,10.0,0.1,18,1.1,173,931
2,2017-01-01T02:00:00,46,18.2,11,4,0,9.1,0.1,17.9,1.1,155,629
3,2017-01-01T03:00:00,30,11.9,11,4,0,7.4,0.1,18,0.7,132,362
4,2017-01-01T04:00:00,19,6.3,13,3,0,7.9,0.1,18.1,0.9,163,319
5,2017-01-01T05:00:00,19,6.4,12,3,0,11.6,0.1,17.9,0.9,145,235
6,2017-01-01T06:00:00,19,4.3,11,3,0,11.1,0.1,17.6,0.7,133,335
7,2017-01-01T07:00:00,18,4.0,12,3,0,9.2,0.1,18.1,0.5,65,295
8,2017-01-01T08:00:00,17,3.2,14,2,0,7.9,0.1,19.4,1.1,83,476
9,2017-01-01T09:00:00,17,2.8,17,2,0,8.6,0.1,21.5,0.3,156,664
10,2017-01-01T10:00:00,20,4.1,15,5,1,10.2,0.1,20.5,1.2,228,954
11,2017-01-01T11:00:00,23,3.8,15,5,2,15.9,0.2,21.1,1.3,224,1254
12,2017-01-01T12:00:00,24,3.4,16,5,1,13.3,0.2,20.6,1.8,206,1471
13,2017-01-01T13:00:00,21,5.1,21,3,1,5.8,0.2,21.6,1.7,216,1301
14,2017-01-01T14:00:00,19,7.7,19,2,1,8.3,0.2,21,2,216,1252
15,2017-01-01T15:00:00,22,8.7,16,2,0,11.5,0.2,19.5,2.6,216,1532
16,2017-01-01T16:00:00,16,6.3,14,2,0,3.1,0.2,18.8,1.9,210,1429
17,2017-01-01T17:00:00,14,5.7,13,2,0,9.3,0.1,20.5,1.4,188,1461
18,2017-01-01T18:00:00,14,5.4,13,2,0,6.7,0.1,19.7,2.1,199,1263
19,2017-01-01T19:00:00,14,5.6,11,2,0,10.2,0.1,17.9,1.9,198,969
20,2017-01-01T20:00:00,14,2.3,10,2,0,10.8,0.1,17.3,1.4,208,819
21,2017-01-01T21:00:00,15,1.9,9,3,0,10.4,0.1,17,1.2,209,783
22,2017-01-01T22:00:00,14,2.7,10,3,0,6.6,0.1,16.9,2.5,209,676
23,2017-01-01T23:00:00,13,5.1,11,2,0,6.2,0.1,16.8,2.4,213,525
24,2017-01-02T00:00:00,26,4.6,11,2,0,5.6,0.1,16.4,1.9,211,282
25,2017-01-02T01:00:00,22,3.4,15.22,9.64,0.41,6.1,0.22,15.7,2.1,224,181
26,2017-01-02T02:00:00,19,1.6,12,1,0,3.9,0.1,16.2,2.8,215,89
27,2017-01-02T03:00:00,18,0.2,12,1,0,6.8,0.1,16,2.7,211,69
28,2017-01-02T04:00:00,16,0.0,12,1,0,8.1,0.1,15.7,2.1,212,123
29,2017-01-02T05:00:00,14,0.0,11,2,0,7.5,0.1,15.4,2,214,191
30,2017-01-02T06:00:00,14,0.0,11,2,0,8.1,0.1,15.2,2.5,226,401
31,2017-01-02T07:00:00,13,0.0,6,6,1,8.0,0.1,14.8,1.6,257,445
32,2017-01-02T08:00:00,14,0.0,3,9,2,9.9,0.1,14.9,1.4,266,493
33,2017-01-02T09:00:00,14,1.6,7,6,2,6.9,0.1,15.5,1.6,225,830
34,2017-01-02T10:00:00,14,0.6,14,2,1,7.3,0.1,16.8,2.5,202,1213
35,2017-01-02T11:00:00,14,1.3,14,2,0,8.6,0.1,17.4,2.5,207,1489
36,2017-01-02T12:00:00,14,4.3,14,2,0,7.9,0.1,16.2,2.2,205,1615
37,2017-01-02T13:00:00,14,4.4,14,2,0,7.5,0.1,17.7,2.4,193,1586
38,2017-01-02T14:00:00,15,5.6,15,1,0,9.6,0.1,17.9,3.2,209,1711
39,2017-01-02T15:00:00,16,6.4,15,1,0,11.6,0.1,17,2.9,195,1677
40,2017-01-02T16:00:00,15,4.1,14,2,0,9.2,0.1,17.2,2.2,189,1631
41,2017-01-02T17:00:00,14,3.7,14,2,0,10.9,0.1,17.3,2.6,198,1495
42,2017-01-02T18:00:00,14,3.3,14,2,0,10.0,0.1,17,2.4,203,1373
43,2017-01-02T19:00:00,14,3.8,14,2,0,9.0,0.1,16.9,2.3,202,940
44,2017-01-02T20:00:00,14,2.5,13,2,0,10.5,0.1,16.4,1.7,188,818
45,2017-01-02T21:00:00,14,1.4,13,2,0,10.7,0.1,16.1,1.4,179,809
46,2017-01-02T22:00:00,17,1.9,12,2,0,13.3,0.1,16.1,1.4,172,614
47,2017-01-02T23:00:00,14,0.6,12,2,0,11.4,0.1,15.9,1,151,419
48,2017-01-03T00:00:00,14,0.0,11,2,0,9.2,0.1,15.9,1.3,168,236
49,2017-01-03T01:00:00,12,0.0,15.22,9.64,0.41,9.9,0.22,15.8,1.1,157,149
50,2017-01-03T02:00:00,13,1.8,11,2,0,9.5,0.1,15.7,1,161,87
51,2017-01-03T03:00:00,13,4.5,11,2,0,8.0,0.1,15.6,1,158,122
52,2017-01-03T04:00:00,20,7.9,11,1,0,8.7,0.1,15.4,1,138,129
53,2017-01-03T05:00:00,22,8.9,10,2,0,10.5,0.1,15.3,1,132,351
54,2017-01-03T06:00:00,14,5.6,10,3,0,11.3,0.1,15.3,1,141,867
55,2017-01-03T07:00:00,17,1.6,8,5,0,13.2,0.1,15.6,1,140,1306
56,2017-01-03T08:00:00,17,0.0,8,5,0,13.7,0.1,16.4,1,142,1432
57,2017-01-03T09:00:00,13,0.1,10,4,0,9.6,0.1,17.1,1.3,155,1491
58,2017-01-03T10:00:00,13,1.1,13,2,0,8.7,0.1,18.5,1.2,165,1742
59,2017-01-03T11:00:00,14,3.2,14,2,0,9.0,0.1,20,1.3,181,1845
60,2017-01-03T12:00:00,19,7.7,17,2,0,12.5,0.1,20.9,2.1,207,1902
61,2017-01-03T13:00:00,19,7.5,16,2,0,10.1,0.2,20.9,3.1,230,1880
62,2017-01-03T14:00:00,19,6.7,19,3,0,10.8,0.2,21.5,2.8,218,1811
63,2017-01-03T15:00:00,18,4.2,18,2,0,13.3,0.2,22,3,207,1892
64,2017-01-03T16:00:00,18,3.7,16,2,0,14.6,0.2,21.8,3.1,210,1827
65,2017-01-03T17:00:00,20,2.9,16,2,0,15.6,0.2,21.3,3,220,2097
66,2017-01-03T18:00:00,21,1.2,14,2,0,16.6,0.2,20.8,2.9,212,1457
67,2017-01-03T19:00:00,22,3.2,12,3,1,17.6,0.2,19.4,2.6,212,1124
68,2017-01-03T20:00:00,22,8.1,11,4,1,17.8,0.1,17.9,2.5,217,1048
69,2017-01-03T21:00:00,19,5.0,8,6,1,14.9,0.1,17.3,1.7,216,895
70,2017-01-03T22:00:00,18,3.9,9,5,0,12.6,0.1,16.8,1,179,682
71,2017-01-03T23:00:00,19,5.1,7,5,0,14.6,0.1,16,0.9,206,493
72,2017-01-04T00:00:00,19,2.7,7,5,0,11.4,0.1,15.5,0.8,218,277
73,2017-01-04T01:00:00,16,3.1,15.22,9.64,0.41,10.5,0.22,15,0.5,236,176
74,2017-01-04T02:00:00,17,3.4,3,6,0,7.3,0.1,14.1,0.1,335,102
75,2017-01-04T03:00:00,18,1.2,1,7,0,8.6,0.1,13.3,0.1,355,136
76,2017-01-04T04:00:00,18,0.8,0,8,0,10.9,0.1,12.8,0.2,29,176
77,2017-01-04T05:00:00,20,3.3,0,8,0,12.1,0.1,12.6,0.4,338,355
78,2017-01-04T06:00:00,30,3.8,1,10,1,18.8,0.2,13.4,0.3,70,959
79,2017-01-04T07:00:00,39,3.9,3,10,1,27.9,0.2,15.8,0.3,29,1436
80,2017-01-04T08:00:00,40,6.1,11,7,1,19.2,0.1,18.4,0.6,19,1626
81,2017-01-04T09:00:00,47,9.8,12,7,1,37.6,0.1,21.2,0.5,86,1831
82,2017-01-04T10:00:00,36,10.5,15,6,1,28.5,0.1,23.7,0.6,110,1977
83,2017-01-04T11:00:00,30,8.3,23,5,1,23.8,0.2,26.8,0.9,114,1975
84,2017-01-04T12:00:00,32,5.2,32,5,1,15.9,0.3,30.1,0.9,90,2013
85,2017-01-04T13:00:00,36,2.7,36,5,0,9.1,0.3,32.7,1.1,21,1766
86,2017-01-04T14:00:00,42,3.8,42,8,1,33.0,0.4,32.1,1.5,225,1739
87,2017-01-04T15:00:00,54,7.5,54,6,1,19.0,0.4,33,2.1,204,1906
88,2017-01-04T16:00:00,54,9.2,54,8,1,30.2,0.4,32.6,2.2,215,1992
89,2017-01-04T17:00:00,47,12.7,39,10,1,37.5,0.4,30.6,2,236,2143
90,2017-01-04T18:00:00,45,14.1,32,10,1,36.1,0.4,30.4,1.3,238,1785
91,2017-01-04T19:00:00,32,11.1,32,5,1,23.8,0.4,30.5,0.8,165,1144
92,2017-01-04T20:00:00,31,11.1,20,10,1,25.0,0.4,27,0.6,192,986
93,2017-01-04T21:00:00,44,11.7,5,26,1,35.4,0.5,25.8,0.8,309,958
94,2017-01-04T22:00:00,33,10.5,1,29,3,0.0,0.4,24.3,0.8,314,861
95,2017-01-04T23:00:00,31,11.4,5,18,3,24.6,0.4,23.6,1.5,294,512
96,2017-01-05T00:00:00,29,10.9,7,11,2,23.1,0.2,22.3,1.2,298,332
97,2017-01-05T01:00:00,30,10.2,15.22,9.64,0.41,20.9,0.22,21.8,0.9,308,211
98,2017-01-05T02:00:00,32,9.7,7,7,1,19.3,0.1,21.4,0.9,316,177
99,2017-01-05T03:00:00,33,10.4,8,7,1,18.9,0.1,20.9,1.1,306,92
100,2017-01-05T04:00:00,35,11.8,7,7,1,20.0,0.1,20.5,0.7,312,134
101,2017-01-05T05:00:00,36,9.7,5,8,1,21.5,0.1,20.3,0.5,319,371
102,2017-01-05T06:00:00,37,9.1,2,10,1,20.5,0.1,19.9,0.4,316,1011
103,2017-01-05T07:00:00,38,9.5,2,13,1,25.8,0.1,20.7,0.4,26,1506
104,2017-01-05T08:00:00,38,9.9,5,13,1,24.0,0.2,23.6,0.7,357,1577
105,2017-01-05T09:00:00,39,12.5,17,7,1,3.1,0.1,27.2,1.4,359,1736
106,2017-01-05T10:00:00,40,14.2,23,5,1,14.1,0.1,28.6,1.7,359,1877
107,2017-01-05T11:00:00,40,10.1,27,5,0,13.2,0.1,29.9,1.7,9,1852
108,2017-01-05T12:00:00,40,5.4,34,5,0,12.6,0.1,31.9,1.6,9,1784
109,2017-01-05T13:00:00,41,3.6,41,4,0,14.9,0.2,32.9,1,343,1813
110,2017-01-05T14:00:00,49,4.0,49,4,0,12.9,0.2,33.8,0.4,333,1914
111,2017-01-05T15:00:00,55,4.8,55,4,0,14.0,0.2,35.1,0.7,87,1922
112,2017-01-05T16:00:00,56,3.3,56,5,0,29.8,0.3,35,2.2,194,2009
113,2017-01-05T17:00:00,51,5.8,51,6,1,33.0,0.3,32,3.1,207,2203
114,2017-01-05T18:00:00,52,11.2,52,6,1,33.9,0.2,31.9,2.1,188,1783
115,2017-01-05T19:00:00,48,17.1,48,5,1,23.2,0.2,30.3,1.6,164,1346
116,2017-01-05T20:00:00,54,21.4,39,8,1,32.3,0.2,27.9,1.1,186,1017
117,2017-01-05T21:00:00,53,21.0,27,11,1,35.1,0.2,25.6,1.6,231,977
118,2017-01-05T22:00:00,42,15.7,14,10,2,25.9,0.1,22.9,1.9,229,664
119,2017-01-05T23:00:00,42,10.1,8,13,3,25.1,0.1,21.9,1.1,238,572
120,2017-01-06T00:00:00,42,8.2,1,18,7,28.4,0.1,20.9,1,268,375
121,2017-01-06T01:00:00,41,8.8,15.22,9.64,0.41,22.5,0.22,20.1,1.4,301,157
122,2017-01-06T02:00:00,41,8.9,8,5,2,24.7,0.1,19.6,1.1,299,112
123,2017-01-06T03:00:00,41,7.6,8,5,1,22.3,0.1,19.3,1.1,300,92
124,2017-01-06T04:00:00,40,7.6,6,5,1,17.8,0.0,18.9,1,307,141
125,2017-01-06T05:00:00,40,7.4,5,7,1,17.7,0.0,18.6,0.6,301,417
126,2017-01-06T06:00:00,39,8.0,4,7,1,19.0,0.1,18.1,0.1,320,1114
127,2017-01-06T07:00:00,39,6.6,4,8,1,22.8,0.1,19.5,0.3,44,1531
128,2017-01-06T08:00:00,38,5.0,6,9,1,27.2,0.1,21.1,0.5,80,1843
129,2017-01-06T09:00:00,37,5.5,10,9,1,28.6,0.1,23.9,0.4,115,1776
130,2017-01-06T10:00:00,36,5.8,21,8,1,28.9,0.2,27.3,0.5,99,1971
131,2017-01-06T11:00:00,38,8.5,38,8,2,25.3,0.3,30.1,0.5,102,2095
132,2017-01-06T12:00:00,53,15.0,53,7,1,22.8,0.3,32.8,0.3,103,2027
133,2017-01-06T13:00:00,63,15.2,63,5,1,18.0,0.3,34.7,0.7,111,1954
134,2017-01-06T14:00:00,70,9.2,70,5,1,18.4,0.3,36.2,1.1,98,2059
135,2017-01-06T15:00:00,73,6.0,73,4,1,23.2,0.3,36.8,1.4,149,2142
136,2017-01-06T16:00:00,62,6.4,62,5,0,17.8,0.3,36.8,1.6,147,2163
137,2017-01-06T17:00:00,57,6.5,57,4,1,24.0,0.3,36,1.4,153,2346
138,2017-01-06T18:00:00,56,9.2,56,5,1,22.9,0.3,35.2,1.3,147,1756
139,2017-01-06T19:00:00,56,10.5,56,4,2,25.2,0.2,34.2,1.2,139,1428
140,2017-01-06T20:00:00,55,14.4,55,4,2,30.5,0.2,31.6,0.8,101,1060
141,2017-01-06T21:00:00,46,17.1,46,7,2,28.7,0.2,29,0.6,87,975
142,2017-01-06T22:00:00,48,19.1,31,12,2,32.2,0.2,26.9,0.3,105,891
143,2017-01-06T23:00:00,38,14.3,23,10,1,25.8,0.2,25.2,0.2,64,690
144,2017-01-07T00:00:00,38,8.2,12,12,1,20.3,0.2,23.8,0.1,32,537
145,2017-01-07T01:00:00,38,6.4,15.22,9.64,0.41,17.4,0.22,23.1,0.1,25,294
146,2017-01-07T02:00:00,38,8.5,14,8,1,18.6,0.2,22.3,0.2,63,241
147,2017-01-07T03:00:00,39,11.5,8,10,1,20.4,0.2,21.1,0.2,50,140
148,2017-01-07T04:00:00,40,13.1,5,11,1,19.0,0.2,20.4,0.1,78,153
149,2017-01-07T05:00:00,40,13.5,5,12,0,17.1,0.2,20.6,0.4,61,220
150,2017-01-07T06:00:00,42,14.0,7,11,0,20.8,0.1,20.7,0.5,70,543
151,2017-01-07T07:00:00,43,13.3,13,9,0,13.1,0.1,22,0.7,54,772
152,2017-01-07T08:00:00,44,12.8,19,8,1,16.9,0.2,25.8,0.7,59,1213
153,2017-01-07T09:00:00,45,12.6,29,3,1,11.0,0.1,31,2.2,13,1687
154,2017-01-07T10:00:00,46,11.5,35,3,1,22.9,0.2,33,2.2,9,2064
155,2017-01-07T11:00:00,46,10.7,39,3,0,15.3,0.2,35,2,8,2123
156,2017-01-07T12:00:00,46,9.3,43,3,0,14.0,0.2,36.5,1.9,4,2092
157,2017-01-07T13:00:00,47,6.4,47,4,0,13.9,0.3,37.7,2.3,15,1896
158,2017-01-07T14:00:00,49,5.3,49,4,0,10.7,0.3,38.7,2.1,21,1816
159,2017-01-07T15:00:00,49,6.4,49,8,0,10.6,0.3,38.9,1.7,27,1651
160,2017-01-07T16:00:00,50,8.1,50,4,0,16.1,0.3,38.1,1.6,11,1593
161,2017-01-07T17:00:00,48,7.7,48,3,0,12.4,0.3,37.6,1.8,20,1832
162,2017-01-07T18:00:00,47,8.2,47,4,0,15.8,0.3,36.9,1.8,22,1680
163,2017-01-07T19:00:00,48,9.0,48,5,0,14.4,0.3,35.6,2,19,1283
164,2017-01-07T20:00:00,46,10.8,46,6,0,18.2,0.2,33.5,1.4,23,1111
165,2017-01-07T21:00:00,42,9.5,41,6,0,18.7,0.2,30.9,1.1,33,1022
166,2017-01-07T22:00:00,40,10.3,33,12,0,20.6,0.2,29.6,0.8,37,1022
167,2017-01-07T23:00:00,40,10.3,32,9,0,17.7,0.2,28.2,1,30,834
168,2017-01-08T00:00:00,40,9.8,29,8,0,18.7,0.2,27.4,0.6,62,565
169,2017-01-08T01:00:00,40,7.4,15.22,9.64,0.41,9.2,0.22,29.4,1.7,35,393
170,2017-01-08T02:00:00,39,2.2,39,2,0,11.1,0.2,30.3,2,25,288
171,2017-01-08T03:00:00,38,2.5,38,2,0,14.6,0.2,30.8,2.1,14,193
172,2017-01-08T04:00:00,36,7.3,35,2,0,22.9,0.2,30.1,2.8,13,222
173,2017-01-08T05:00:00,36,9.1,33,3,0,21.3,0.2,29.8,2,4,220
174,2017-01-08T06:00:00,35,10.2,32,3,0,17.7,0.2,29.4,2.5,11,429
175,2017-01-08T07:00:00,35,10.7,30,3,0,16.5,0.2,29.5,1.3,360,461
176,2017-01-08T08:00:00,34,10.4,28,5,0,20.8,0.2,29.9,1.3,350,843
177,2017-01-08T09:00:00,34,9.3,31,3,0,21.2,0.2,32.3,2.7,8,1218
178,2017-01-08T10:00:00,33,7.3,33,3,0,24.6,0.2,33.3,2.2,356,1676
179,2017-01-08T11:00:00,52,7.4,36,4,0,41.8,0.3,32.2,1.7,237,1890
180,2017-01-08T12:00:00,38,11.1,33,3,0,30.7,0.3,29.8,2.9,211,1793
181,2017-01-08T13:00:00,36,14.4,28,3,1,29.0,0.2,28.8,2.9,203,1745
182,2017-01-08T14:00:00,37,14.7,28,2,0,27.4,0.2,29.4,2.8,197,1682
183,2017-01-08T15:00:00,41,14.4,22,4,1,32.5,0.2,27.7,2.3,218,1639
184,2017-01-08T16:00:00,45,17.0,21,3,1,36.0,0.2,27.5,2.6,220,1674
185,2017-01-08T17:00:00,44,16.1,22,3,0,35.5,0.2,27.9,2.3,194,1788
186,2017-01-08T18:00:00,43,15.8,20,3,0,34.2,0.2,27,2.3,193,1581
187,2017-01-08T19:00:00,42,14.2,18,3,0,33.4,0.2,24.5,2,195,1229
188,2017-01-08T20:00:00,42,9.8,14,4,0,25.6,0.2,22.4,1.7,154,1119
189,2017-01-08T21:00:00,42,9.9,14,4,0,28.7,0.1,21.1,1.5,148,1011
190,2017-01-08T22:00:00,42,11.6,13,4,0,26.7,0.1,20.2,1.3,161,834
191,2017-01-08T23:00:00,43,13.2,12,4,0,22.6,0.1,19.4,1.2,160,458
192,2017-01-09T00:00:00,43,11.7,12,3,0,21.3,0.1,18.8,1.1,156,357
193,2017-01-09T01:00:00,44,10.4,15.22,9.64,0.41,20.6,0.22,19.1,1,141,196
194,2017-01-09T02:00:00,45,9.8,12,3,0,23.3,0.1,19.2,1,148,147
195,2017-01-09T03:00:00,46,9.1,12,3,0,26.6,0.1,19.1,1,162,169
196,2017-01-09T04:00:00,46,10.1,14,2,0,22.3,0.1,18.9,0.8,147,234
197,2017-01-09T05:00:00,46,9.6,14,2,0,21.1,0.1,19,0.8,123,510
198,2017-01-09T06:00:00,46,8.6,12,4,0,20.0,0.1,19,0.9,132,1455
199,2017-01-09T07:00:00,46,9.2,12,4,0,18.3,0.1,19.5,0.7,122,1991
200,2017-01-09T08:00:00,46,8.9,12,5,0,19.7,0.1,20.5,0.5,110,2090
201,2017-01-09T09:00:00,46,9.7,12,5,0,20.1,0.1,22.6,0.6,134,1999
202,2017-01-09T10:00:00,46,9.5,13,6,0,25.8,0.2,23.1,0.7,185,2043
203,2017-01-09T11:00:00,47,12.5,19,5,0,27.6,0.3,22.5,2,223,2113
204,2017-01-09T12:00:00,48,17.2,22,5,0,26.1,0.2,22.3,1.6,208,2051
205,2017-01-09T13:00:00,48,16.1,22,6,1,26.6,0.3,23.2,1,195,2085
206,2017-01-09T14:00:00,48,15.3,24,7,0,28.5,0.3,23.6,1.4,199,1976
207,2017-01-09T15:00:00,48,13.8,25,7,0,27.3,0.2,23.4,1.3,184,2263
208,2017-01-09T16:00:00,47,11.4,24,9,0,27.6,0.3,23.6,1.3,153,2498
209,2017-01-09T17:00:00,46,11.5,21,10,0,29.7,0.3,23.6,1.1,162,2613
210,2017-01-09T18:00:00,46,9.9,23,10,0,30.0,0.3,25.1,0.8,164,2178
211,2017-01-09T19:00:00,45,12.7,24,10,0,33.4,0.3,25,0.4,139,1217
212,2017-01-09T20:00:00,47,18.4,20,12,0,33.8,0.3,22.9,1,223,1060
213,2017-01-09T21:00:00,48,15.8,12,12,1,24.4,0.3,20.4,1.2,228,958
214,2017-01-09T22:00:00,38.41,11.2,11,11,1,16.9,0.2,19.5,0.2,189,772
215,2017-01-09T23:00:00,47,9.5,8,9,1,13.3,0.2,18.2,0.4,174,462
216,2017-01-10T00:00:00,46,8.5,7,10,0,14.2,0.1,18.1,1.1,204,338
217,2017-01-10T01:00:00,46,6.5,15.22,9.64,0.41,14.0,0.22,18.3,0.8,157,164
218,2017-01-10T02:00:00,45,6.8,13,4,0,12.7,0.1,18.1,0.5,111,101
219,2017-01-10T03:00:00,45,6.7,12,4,0,14.7,0.1,18.2,0.4,164,117
220,2017-01-10T04:00:00,44,6.2,11,6,1,17.1,0.1,18.5,0.1,119,170
221,2017-01-10T05:00:00,44,7.3,11,6,1,16.9,0.1,18.6,0.6,65,469
222,2017-01-10T06:00:00,44,8.2,10,8,1,19.5,0.1,18.8,0.9,26,1490
223,2017-01-10T07:00:00,44,9.7,9,10,1,22.8,0.2,19.3,0.9,27,2015
224,2017-01-10T08:00:00,46,11.0,9,9,0,27.3,0.1,19.7,1,15,2179
225,2017-01-10T09:00:00,44,10.1,13,7,0,23.5,0.2,20.3,0.8,4,2000
226,2017-01-10T10:00:00,44,8.0,15.22,9.64,0.41,20.7,0.22,15.91,0.5,301,1845
227,2017-01-10T11:00:00,44,9.8,15.22,9.64,0.41,20.1,0.22,15.91,0.4,111,2046
228,2017-01-10T12:00:00,43,13.5,15.22,9.64,0.41,12.0,0.22,15.91,1.1,186,2216
229,2017-01-10T13:00:00,46,12.0,46,5,0,19.7,0.4,30.1,0.8,167,2043
230,2017-01-10T14:00:00,50,11.4,43,11,1,40.0,0.4,30.2,2.6,208,2153
231,2017-01-10T15:00:00,55,14.5,55,8,1,30.9,0.4,30.6,2.6,210,2278
232,2017-01-10T16:00:00,42,16.0,40,6,1,32.0,0.3,27.6,3.1,214,2462
233,2017-01-10T17:00:00,43,15.6,35,4,0,28.1,0.3,27.4,2.5,204,2669
234,2017-01-10T18:00:00,44,16.4,30,6,0,32.7,0.3,25.9,3.1,225,2259
235,2017-01-10T19:00:00,45,15.1,21,6,1,23.4,0.2,23,2.8,226,1358
236,2017-01-10T20:00:00,44,13.2,16,6,1,19.6,0.2,20.8,2.6,226,1139
237,2017-01-10T21:00:00,43,10.4,14,6,1,15.9,0.2,19.9,2,227,1004
238,2017-01-10T22:00:00,43,10.1,17,4,0,12.2,0.1,19.6,1.5,197,811
239,2017-01-10T23:00:00,43,9.1,16,3,0,12.9,0.1,19.4,1.1,168,567
240,2017-01-11T00:00:00,42,7.7,16,2,0,12.4,0.1,19.2,1.5,190,329
241,2017-01-11T01:00:00,42,5.9,15.22,9.64,0.41,12.8,0.22,19,1.1,207,190
242,2017-01-11T02:00:00,42,5.2,14,3,1,12.6,0.1,18.9,0.8,207,115
243,2017-01-11T03:00:00,42,3.7,13,3,1,14.0,0.1,18.8,1.2,230,139
244,2017-01-11T04:00:00,42,4.6,12,4,2,12.6,0.1,18.3,1.9,233,179
245,2017-01-11T05:00:00,42,8.2,11,6,3,11.9,0.1,17.4,1.5,247,589
246,2017-01-11T06:00:00,42,8.9,8,8,1,14.7,0.1,17.1,1.5,276,1690
247,2017-01-11T07:00:00,41,7.7,8,8,0,18.3,0.1,17.8,1.7,280,2091
248,2017-01-11T08:00:00,41,6.7,11,5,0,16.8,0.1,18.7,1.5,267,2188
249,2017-01-11T09:00:00,40,8.5,10,6,1,18.8,0.1,19.8,1.7,265,2124
250,2017-01-11T10:00:00,40,7.4,12,4,1,12.5,0.1,20.9,1.9,225,2199
251,2017-01-11T11:00:00,40,4.9,14,3,1,17.7,0.1,21.5,2.3,218,2122
252,2017-01-11T12:00:00,38,4.4,16,2,0,11.9,0.1,22.4,2,208,1992
253,2017-01-11T13:00:00,36,3.0,19,3,1,15.0,0.2,23.7,1.4,223,2185
254,2017-01-11T14:00:00,35,4.1,23,3,1,16.3,0.2,25.4,1.7,207,2141
255,2017-01-11T15:00:00,34,5.2,23,3,0,16.7,0.2,26.1,2.3,211,2282
256,2017-01-11T16:00:00,32,4.8,20,3,0,17.4,0.2,26,2.6,206,2509
257,2017-01-11T17:00:00,30,5.1,16,2,0,18.7,0.3,24.7,2.6,197,2695
258,2017-01-11T18:00:00,28,7.6,14,3,0,20.2,0.2,23.3,2.3,207,2222
259,2017-01-11T19:00:00,28,10.0,15,2,0,21.9,0.2,21.4,2.2,203,1443
260,2017-01-11T20:00:00,35,13.9,14,2,0,22.7,0.2,19.7,1.9,200,1161
261,2017-01-11T21:00:00,37,14.6,11,5,1,23.5,0.1,18.6,1.4,184,1085
262,2017-01-11T22:00:00,29,11.3,12,3,0,23.5,0.1,18.2,1,176,937
263,2017-01-11T23:00:00,29,10.0,12,3,0,23.3,0.1,18.3,1.1,174,553
264,2017-01-12T00:00:00,30,7.7,13,2,0,24.3,0.1,18.4,1.1,183,272
265,2017-01-12T01:00:00,29,7.4,15.22,9.64,0.41,12.9,0.22,18,1.5,232,147
266,2017-01-12T02:00:00,30,9.7,9,9.64,0.41,18.8,0.22,17.1,1.5,229,128
267,2017-01-12T03:00:00,30,7.0,5,9.64,0.41,21.6,0.22,15.9,0.9,281,115
268,2017-01-12T04:00:00,30,5.4,4,9.64,0.41,22.1,0.22,14.9,0.8,294,187
269,2017-01-12T05:00:00,30,4.3,2,9.64,0.41,21.2,0.22,13.6,0.3,358,574
270,2017-01-12T06:00:00,29,4.5,1,9.64,0.41,21.9,0.22,13.7,0.7,309,1694
271,2017-01-12T07:00:00,36,5.5,4,9.64,0.41,28.9,0.22,15.6,1.1,280,2114
272,2017-01-12T08:00:00,50,6.5,4,9.64,0.41,39.6,0.22,17.3,1.1,235,2079
273,2017-01-12T09:00:00,42,8.0,9,9.64,0.41,33.2,0.22,18.6,1,183,2245
274,2017-01-12T10:00:00,44,10.0,14,9.64,0.41,35.0,0.22,20.9,1,193,2148
275,2017-01-12T11:00:00,35,11.9,16,6,1,28.0,0.2,22.8,0.3,169,1953
276,2017-01-12T12:00:00,40,13.6,21,8,1,31.7,0.2,24.3,0.7,249,2111
277,2017-01-12T13:00:00,40,13.5,27,8,1,31.9,0.2,27.2,0.9,130,2206
278,2017-01-12T14:00:00,47,12.2,31,8,1,37.5,0.3,28,1.3,211,2173
279,2017-01-12T15:00:00,51,12.1,36,9,1,40.8,0.3,28.6,1.7,221,2422
280,2017-01-12T16:00:00,60,13.1,37,9,1,47.8,0.4,29.3,1.9,227,2405
281,2017-01-12T17:00:00,50,14.7,32,7,0,39.6,0.4,27.9,2.2,220,2685
282,2017-01-12T18:00:00,40,14.1,30,8,1,29.4,0.3,28.7,1.9,197,2357
283,2017-01-12T19:00:00,43,12.5,27,8,0,34.4,0.3,28.6,1.3,185,1500
284,2017-01-12T20:00:00,40,12.8,23,6,0,32.0,0.3,26.3,1.3,135,1159
285,2017-01-12T21:00:00,40,15.2,17,6,0,30.0,0.2,23.7,0.8,114,1133
286,2017-01-12T22:00:00,42,16.6,13,7,0,26.9,0.2,22.2,0.2,2,875
287,2017-01-12T23:00:00,42,16.3,3,15,0,24.7,0.3,20.5,0.2,350,545
288,2017-01-13T00:00:00,43,10.6,0,20,1,27.0,0.3,19.9,0.7,19,314
289,2017-01-13T01:00:00,43,7.7,15.22,9.64,0.41,29.6,0.22,19.7,0.3,26,170
290,2017-01-13T02:00:00,42,6.0,2,19,1,20.8,0.2,19.4,0.6,68,146
291,2017-01-13T03:00:00,42,5.1,8,11,1,24.5,0.1,19.7,0.7,53,131
292,2017-01-13T04:00:00,42,6.0,8,10,1,19.7,0.1,19.9,0.4,62,195
